State,District,Block/Tehsil,Village,Salinity - No.,Salinity - PL,Dried up - No.,Dried up - PL,Destroyed beyond repair - No.,Destroyed beyond repair - PL,Sea water intrusion  - No.,Sea water intrusion  - PL,Industrial effluents - No.,Industrial effluents - PL,Availability of Major/Medium Irrigation Projects  - No.,Availability of Major/Medium Irrigation Projects  - PL,Other reasons - No.,Other reasons - PL
ANDHRA PRADESH,Chittoor,Kuppam,Urlaobanapalle,0,0,24,19.35,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Kuppam,Varamanur,0,0,9,8.46,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Kuppam,Vasanadu,0,0,6,6.47,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Kuppam,Vasanadugolla Palle,0,0,4,3.63,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Kuppam,Vendugampalle,0,0,77,90.46,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Kuppam,Venkatesapuram,0,0,1,0.8,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Kuppam,Yanadipalle,0,0,20,23.38,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Kurabalakota,Angallu,0,0,3,3.83,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Kurabalakota,Kurabalakota,0,0,6,9.54,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Kurabalakota,Matlivaripalle,0,0,8,31.34,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Kurabalakota,Mudivedu,0,0,5,12.5,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Kurabalakota,Pitchalavandla Palle,0,0,3,6.1,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Kurabalakota,Thettu,0,0,15,82.56,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Madanapalle,Basinikonda (Part),0,0,0,0,8,3.28,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Madanapalle,Chinnathippasamudram,0,0,0,0,4,2.8,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Madanapalle,Kothavaripalle,0,0,0,0,4,2.8,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Madanapalle,Madanapalle (M),0,0,0,0,4,2,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Madanapalle,Penchupadu,0,0,0,0,1,0.48,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Madanapalle,Ponnetipalem (Part),0,0,17,27.56,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Madanapalle,Vempalle,0,0,0,0,3,1.6,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Mulakalacheruvu,Burakayalakota,0,0,11,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Mulakalacheruvu,Devalcheruvu,1,0,12,0,2,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Mulakalacheruvu,Kadirinathunikota,0,0,6,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Mulakalacheruvu,Kalavapalle,0,0,15,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Mulakalacheruvu,Maddinayanipalle,0,0,14,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Mulakalacheruvu,Mulakalacheruvu,0,0,5,0,10,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Mulakalacheruvu,Peddapalem,0,0,8,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Mulakalacheruvu,Sompalle,0,0,7,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Mulakalacheruvu,Vepurikota,1,0,9,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Nagalapuram,Beera Kuppam,0,0,8,0,23,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Nagalapuram,Kadivedu,0,0,6,0,1,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Nagalapuram,Kalanjeri,0,0,1,0,8,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Nagalapuram,Karani,0,0,18,0,86,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Nagalapuram,Surutupalle,0,0,3,0,30,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Nagalapuram,Tripuranthakapuram Kot,0,0,1,0,30,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Nagalapuram,Vembakam,0,0,0,0,0,0,0,0,0,0,0,0,44,0
ANDHRA PRADESH,Chittoor,Narayanavanam,Aranyam Khandriga,0,0,1,0.8,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Narayanavanam,Bheemunicheruvu,0,0,4,5.26,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Narayanavanam,Boppa Raju Palem,0,0,1,1.62,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Narayanavanam,Ipppam Thangal,0,0,1,1.2,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Narayanavanam,Kalyanapuram,0,0,2,1.6,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Narayanavanam,Narayanavanam(CT),0,0,7,16.5,1,1.54,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Narayanavanam,Palamangalam Dakshini,0,0,7,6.34,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Narayanavanam,Thumbur,0,0,2,1.6,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Narayanavanam,Venkata Krishna Palem,0,0,1,1.22,1,0.8,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Nimmanapalle,Agraharam,0,0,0,0,5,2.28,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Nimmanapalle,Bandlapai,0,0,0,0,6,3.12,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Nimmanapalle,Chowkillavaripalle,0,0,0,0,1,0.32,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Nimmanapalle,Machireddigaripalle,0,0,0,0,1,0.48,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Nimmanapalle,Mastur,0,0,0,0,6,3.4,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Nimmanapalle,Nimmanapalle,0,0,0,0,7,3.62,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Nimmanapalle,Rachavetivaripalle,0,0,0,0,3,1.2,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Nimmanapalle,Reddivaripalle,0,0,0,0,6,3.84,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Nimmanapalle,Thavalam,0,0,0,0,4,2.08,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Nimmanapalle,Vengamvaripalle,0,0,0,0,5,2.8,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Nindra,Arur,0,0,21,16.8,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Nindra,Athur,0,0,37,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Nindra,Chavarambakam,0,0,17,13.6,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Nindra,Elakatur,0,0,57,45.6,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Nindra,Iruguvai,0,0,21,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Nindra,Kacharavedu,0,0,21,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Nindra,Kavanur,0,0,23,20.04,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Nindra,Koppedu Acharyula Khan,0,0,3,2.4,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Nindra,Kunama Raju Palem,0,0,21,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Nindra,Netteri,0,0,18,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Nindra,Nindra,0,0,16,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Nindra,Padiri,0,0,17,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Nindra,Samayapuram,0,0,1,0.8,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Nindra,Sri Ramapuram,0,0,8,6.4,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Pakala,Achamma Agraharam,0,0,41,33.35,1,1.62,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Pakala,Adenapalle,0,0,96,28.55,3,4.66,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Pakala,Damalcheruvu,0,0,217,100.29,10,7.33,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Pakala,Gadanki,0,0,51,38.96,53,3,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Pakala,Ganugapenta,0,0,106,92.73,1,1.25,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Pakala,Gorpadu,0,0,99,1.84,82,0.4,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Pakala,Maddinayanipalle,0,0,99,94.51,2,2.39,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Pakala,Mogarala,0,0,169,46.82,3,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Pakala,Nagamma Agraharam,0,0,18,14.91,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Pakala,Oddepalle,0,0,98,53.01,1,0.6,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Pakala,Padiputlabayalu,0,0,25,0,97,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Pakala,Pakala,0,0,511,8.54,14,0.6,6,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Pakala,Pedda Ramapuram,0,0,96,0,1,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Pakala,Thotathimmaiah Palle,0,0,27,15.49,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Pakala,Vallivedu,0,0,147,114.08,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Palamaner,Chethapenta,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Palamaner,Jallipeta,0,0,1,0,0,0,0,0,0,0,0,0,2,0
ANDHRA PRADESH,Chittoor,Palamaner,Kolamasana Palle,3,0,29,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Palamaner,Palamaner(M),8,13.58,2,0.9,1,0,0,0,0,0,0,0,2,0
ANDHRA PRADESH,Chittoor,Palamaner,Pengara Kunta,1,0.87,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Palasamudram,Allipoolagunta,0,0,1,0.4,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Palasamudram,Amudala,0,0,0,0,0,0,0,0,0,0,0,0,1,1.46
ANDHRA PRADESH,Chittoor,Palasamudram,Amudalaputhur,0,0,6,3.21,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Palasamudram,Balakrishnapuram,0,0,12,2.12,1,0.2,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Palasamudram,Gangamambapuram,0,0,20,8.13,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Palasamudram,Kaverirajupuram,0,0,14,11.71,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Palasamudram,Lakshminarasimha Puram,0,0,5,4.85,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Palasamudram,Mamidimanumoola,0,0,6,4.83,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Palasamudram,Narasimhapuram @ A.K,0,0,45,45.65,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Palasamudram,Ramakrishnapuram,0,0,2,2.11,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Palasamudram,Siddiraju Rangaraju Kh,0,0,1,0.4,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Palasamudram,Simharajupuram,0,0,3,3.72,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Palasamudram,Srikaverirajupuram,0,0,1,0.81,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Palasamudram,Tirumalarajupuram,0,0,1,2.42,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Pedda Thippasamudram,Amallabandakota,0,0,3,24.3,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Pedda Thippasamudram,Boorlapalle,0,0,36,45.08,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Pedda Thippasamudram,Buchipalle,0,0,2,6.48,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Pedda Thippasamudram,Chinnaponguppalle,0,0,3,15.38,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Pedda Thippasamudram,Kandukuru,0,0,9,35.6,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Pedda Thippasamudram,Katnagallu,0,0,12,51.78,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Pedda Thippasamudram,Maddaiahgaripalle,0,0,3,14.56,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Pedda Thippasamudram,Madunuru,0,0,4,14.58,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Pedda Thippasamudram,Mallela,0,0,4,29.96,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Pedda Thippasamudram,Pattamvandlapalle,0,0,14,23.92,1,1.22,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Pedda Thippasamudram,Pulikallu,0,0,5,25.08,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Pedda Thippasamudram,Rangasamudram,0,0,7,29.12,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Pedda Thippasamudram,Sampathikota,0,0,2,17.82,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Pedda Thippasamudram,Thummarakunta,0,0,35,26.64,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Peddamandyam,Bandrevu,0,0,59,63.29,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Peddamandyam,Diguvapalle,0,0,35,50.06,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Peddamandyam,Kalicherla,0,0,33,48,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Peddamandyam,Musalikunta,0,0,49,77.59,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Peddamandyam,Peddamandyam,0,0,23,39.84,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Peddamandyam,Siddavaram,0,0,37,62.84,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Peddamandyam,Sivapuram,0,0,14,17.44,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Peddamandyam,Veligallu,0,0,65,97.96,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Peddapanjani,Appinapalle,0,0,9,7.29,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Peddapanjani,Chalamangalam,0,0,3,3.23,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Peddapanjani,Chamaneru,0,0,2,4.15,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Peddapanjani,Gamkonda,1,1.2,25,37.93,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Peddapanjani,Kogileru,0,0,6,21.84,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Peddapanjani,Muthukur,0,0,10,1.41,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Peddapanjani,Nagireddipalle,0,0,11,8.91,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Peddapanjani,Nidigunta,0,0,8,14.14,3,4.85,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Peddapanjani,Peddakappalle,0,0,18,14.58,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Peddapanjani,Peddapanjani,1,0.4,4,2,1,0.4,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Peddapanjani,Peddavelagatur,0,0,4,4.85,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Peddapanjani,Thurlapalle,0,0,44,36.62,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Peddapanjani,Veerapalle,0,0,13,10.53,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Penumuru,Penumuru,1,0.61,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Penumuru,Samireddipalle,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Pichatur,Appambattu,0,0,8,11.94,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Pichatur,Chilamathur @ Bangal,0,0,14,27.72,1,0.82,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Pichatur,Karuru @ Krishnagiri,0,0,16,76.1,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Pichatur,Pichatur,0,0,5,6.88,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Pichatur,Rajanagaram,0,0,21,88.28,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Pichatur,Ramapuram,0,0,1,4.04,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Pichatur,Shamsheer Bahadurpeta,0,0,1,1,4,4.33,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Pichatur,Sivagiri,0,0,2,3.4,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Pichatur,Velur,0,0,8,15.84,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Pichatur,Vengalathur,0,0,40,98.64,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Pileru,Agraharam,0,0,1,0.4,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Pileru,Avuvaripalle,0,0,1,1.22,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Pileru,Bodumalluvaripalle,0,0,15,26.67,8,15.64,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Pileru,Doddipalle,1,1.62,2,7.5,39,103.04,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Pileru,Gudarevupalle,0,0,64,217.9,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Pileru,Jandla,0,0,31,90.88,3,7.96,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Pileru,Kavalipalle,1,0.88,43,49.98,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Pileru,Maddelacheruvu,1,2.18,47,88.88,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Pileru,Mellacheruvu,1,2.5,62,170.65,1,6.1,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Pileru,Mudupulavemula,4,5.07,106,148.65,6,5.23,0,0,2,1.96,4,4.84,0,0
ANDHRA PRADESH,Chittoor,Pileru,Pileru(CT),0,0,44,72.56,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Pileru,Regullu,3,6.56,22,37.44,4,8,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Pileru,Talupula,1,2.42,105,233.15,10,22.44,1,1.84,0,0,1,1.62,1,1.62
ANDHRA PRADESH,Chittoor,Pileru,Vepulabylu,7,7.5,150,181.99,1,0.16,1,0.64,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Pileru,Yerraguntlapalle,1,0.77,1,0.4,5,1.94,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Pulicherla,Ayyavandlapalle,0,0,61,3,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Pulicherla,Bandaruvaripalle,1,0,27,1.61,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Pulicherla,Bodireddigaripalle,0,0,64,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Pulicherla,Devalampet,0,0,49,0.8,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Pulicherla,E.Ramireddigari Palle,0,0,20,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Pulicherla,Gaddamvaripalle,1,0,115,2.62,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Pulicherla,Kallur,0,0,34,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Pulicherla,Kavetigaripalle,0,0,84,0.14,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Pulicherla,Mangalampeta,0,0,40,7,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Pulicherla,Ramireddigaripalle,0,0,43,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Pulicherla,Rayavaripalle,1,0,92,0.4,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Pulicherla,Reddivaripalle,0,0,71,8.28,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Pulicherla,Vallivetivaripalle,0,0,15,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Pulicherla,Venkatadasari Palle,0,0,50,1.2,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Pulicherla,Yellankivaripallle,0,0,90,1.2,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Punganur,Aradigunta,0,0,44,32.24,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Punganur,Bandlapalle,0,0,4,6.48,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Punganur,Bheemaganipalle,0,0,21,24.62,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Punganur,Bodevaripalle,0,0,23,46.7,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Punganur,Chadalla,0,0,10,14.56,1,0.8,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Punganur,Chandramakula Palle,0,0,21,45.68,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Punganur,Etavakili,0,0,11,13.31,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Punganur,Ethur,0,0,5,8.1,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Punganur,Kummaranatham,0,0,4,6.48,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Punganur,Magandlapalle,0,0,40,426.72,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Punganur,Melumdoddi,0,0,5,8.1,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Punganur,Mittachinthavari Palle,0,0,12,14.91,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Punganur,Nekkondi,0,0,6,9.72,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Punganur,Palyampalle,0,0,12,29.54,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Punganur,Punganur (Rural),0,0,55,44.85,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Punganur,Raganipalle (Rural),0,0,12,20.24,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Punganur,Vanamaladinne,0,0,35,18.8,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Puthalapattu,Akanambattu,0,0,4,3.2,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Puthalapattu,Baitapalle,27,20.8,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Puthalapattu,Erracheruvupalle,0,0,7,3.12,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Puthalapattu,Goduguchinta,5,1.55,1,0.2,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Puthalapattu,Kothakota,26,22.2,0,0,0,0,1,0.8,1,0.8,1,0.8,0,0
ANDHRA PRADESH,Chittoor,Puthalapattu,Muthirevula,8,5.36,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Puthalapattu,Palakuru,3,2.4,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Puthalapattu,Paturu,3,2.21,1,0.8,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Puthalapattu,Peta Agraharam,40,32.36,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Puthalapattu,Polavaram,2,0.64,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Puthalapattu,Potukanuma,24,18.42,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Puthalapattu,Puthalapattu,24,16.97,1,0.8,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Puthalapattu,Thalupulapalle,12,8.52,1,0.28,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Puthalapattu,Thenepalle,1,0.4,3,1.9,3,2.3,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Puthalapattu,Thippanapalle,0,0,4,2.06,1,0.51,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Puthalapattu,Vavilthota,3,1.22,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Puthalapattu,Venuthanapalle,3,2.4,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Puthalapattu,Vepanapalle,4,2.57,2,0.8,0,0,1,0.4,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Puttur,Gollapalle,0,0,1,0,0,0,0,0,0,0,0,0,0,0
