State,District,Block/Tehsil,Village,Salinity - No.,Salinity - PL,Dried up - No.,Dried up - PL,Destroyed beyond repair - No.,Destroyed beyond repair - PL,Sea water intrusion  - No.,Sea water intrusion  - PL,Industrial effluents - No.,Industrial effluents - PL,Availability of Major/Medium Irrigation Projects  - No.,Availability of Major/Medium Irrigation Projects  - PL,Other reasons - No.,Other reasons - PL
ANDAMAN & NICOBARS,NICOBAR,CAR NICOBAR,Big Lapati,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2
ANDAMAN & NICOBARS,NICOBAR,CAR NICOBAR,Tapoiming,0,0,0,0,1,0.4,1,0.4,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Agali,Agali,0,0,18,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Agali,Akkagaladevarahalli,0,0,10,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Agali,Hulikeradevarahalli,0,0,29,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Agali,Inagalore,0,0,31,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Agali,Kodihalli,0,0,25,0.58,0,0,0,0,6,1.75,0,0,0,0
ANDHRA PRADESH,Anantapur,Agali,Madhudi,0,0,15,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Agali,Narasambudi,0,0,21,0.48,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Agali,P. Byadigera,0,0,25,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Agali,Ravudi,0,0,25,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Amadagur,Amadagur,0,0,50,0,24,0,1,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Amadagur,Cheekirevulapalle,0,0,11,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Amadagur,Chinaganipalle,0,0,8,0.6,38,0.4,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Amadagur,Dademvaripalle,0,0,0,0,22,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Amadagur,Edigavaripalle,0,0,1,0,4,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Amadagur,Jowkalakothapalle,0,0,0,0,41,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Amadagur,Karinireddipalle,0,0,0,0,19,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Amadagur,Kassamudram,0,0,0,0,18,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Amadagur,Lokojipalle,0,0,0,0,43,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Amadagur,Mohammadabad,0,0,0,0,43,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Amadagur,Pulikuntlapalle,0,0,0,0,21,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Amadagur,Ramanathapuram,0,0,0,0,2,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Amadagur,Thummala,0,0,0,0,62,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Anantapur,Anantapur (CT),0,0,0,0,0,0,0,0,1,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Anantapur,Anantapur (M Corp),0,0,1,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Anantapur,Chiyyedu,1,0,26,6.48,0,0,0,0,2,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Anantapur,Gollapalle,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Anantapur,Itikalapalle,0,0,7,14.57,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Anantapur,Kamarupalle,0,0,3,2.42,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Anantapur,Kandakur,0,0,4,0,0,0,0,0,2,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Anantapur,Narayanapuram (CT),0,0,14,18.82,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Anantapur,Somanadoddi,1,0,51,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Anantapur,Thaticherla,0,0,10,0,0,0,0,0,0,0,0,0,2,0
ANDHRA PRADESH,Anantapur,Atmakur,Brahmana Yaleru,0,0,17,14.02,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Atmakur,Goridindla,1,1.62,5,15.37,0,0,2,4.04,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Atmakur,Padamatiyaleru,0,0,1,2.02,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Atmakur,Sanapa,0,0,27,54.55,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Atmakur,Thopudurthi,0,0,6,22.64,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Bathalapalle,Apparacheruvu,0,0,19,17.96,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Bathalapalle,Bathalapalle,0,0,1,0.8,0,0,0,0,0,0,0,0,5,4.03
ANDHRA PRADESH,Anantapur,Bathalapalle,Chennarayapatnam,0,0,1,0.8,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Bathalapalle,D.Cherlopalle,0,0,39,35.69,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Bathalapalle,Dampetla,0,0,2,1.83,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Bathalapalle,Edula Mustur,0,0,20,32.19,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Bathalapalle,Gariselapalle,1,0.8,17,34.74,6,21.71,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Bathalapalle,Malyavantham,0,0,9,7.61,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Bathalapalle,Obulapuram,0,0,22,21.02,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Bathalapalle,Raghavampalle,0,0,11,13.49,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Bathalapalle,Sangala,0,0,1,3.84,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Beluguppa,Beluguppa,0,0,2,3.23,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Beluguppa,Duddekunta,0,0,7,1.4,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Beluguppa,Gangavaram,0,0,5,1,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Beluguppa,Kalvapalle,0,0,6,1.2,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Beluguppa,Konampalle,0,0,2,0.4,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Beluguppa,Narasapuram,0,0,3,4.84,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Beluguppa,Narinjagundlapalle,0,0,1,2.02,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Beluguppa,Seerpi,0,0,20,64.74,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Beluguppa,Sreerangapuram,0,0,3,4.03,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Beluguppa,Thagguparthy,0,0,5,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Beluguppa,Yerragudi,0,0,4,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Bommanahal,Kalludevanahalli,0,0,0,0,0,0,0,0,0,0,0,0,19,19.93
ANDHRA PRADESH,Anantapur,Bukkapatnam,Agraharam,0,0,1,1.42,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Bukkapatnam,Bukkapatnam,0,0,41,139.3,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Bukkapatnam,Gunipalle,0,0,4,11.33,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Bukkapatnam,Kothakota,0,0,35,31.17,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Bukkapatnam,Krishnapuram,0,0,52,78.87,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Bukkapatnam,Marala,0,0,30,61.76,0,0,1,4.45,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Bukkapatnam,Pamudurthi,0,0,1,1.61,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Bukkapatnam,Siddarampuram,0,0,43,66.43,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Bukkaraya Samudram,Bodiganidoddi,0,0,3,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Bukkaraya Samudram,Chedulla,0,0,15,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Bukkaraya Samudram,Chennampalle,0,0,192,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Bukkaraya Samudram,Chennarayunipalle,0,0,7,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Bukkaraya Samudram,Danduvaripalle,0,0,59,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Bukkaraya Samudram,Janthulur,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Bukkaraya Samudram,Kondakinda Agraharam,0,0,252,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Bukkaraya Samudram,Korrapadu,0,0,12,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Bukkaraya Samudram,Podaralla,0,0,77,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Bukkaraya Samudram,Reddipalle,0,0,2,1.21,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Bukkaraya Samudram,Siddarampuram,0,0,7,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Chennekothapalle,Bramhanapalle,0,0,3,3.64,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Chennekothapalle,Ganginepalle,0,0,26,40.92,1,1.42,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Chennekothapalle,Kanumukkala,0,0,35,56.91,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Chennekothapalle,Mustikovila,0,0,26,40.91,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Chennekothapalle,Pyadindi,0,0,95,169.18,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Chennekothapalle,Veldurthi,0,0,20,33.61,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Chilamathur,Kodur,0,0,33,38.37,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Chilamathur,Morasalapalle,0,0,4,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Chilamathur,Muddireddipalle,0,0,1,1.01,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Chilamathur,Somaghatta,0,0,11,37.81,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,D.Hirehal,Jajarakal,1,0.85,13,7.39,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,D.Hirehal,Muradi,0,0,8,8.25,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,D.Hirehal,Nagalapuram,0,0,2,2.08,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,D.Hirehal,Pulakurthi,0,0,2,1.25,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,D.Hirehal,Somalapuram,0,0,7,2.09,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Dharmavaram,Buddareddipalle,0,0,4,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Dharmavaram,Chigicherla,1,0,244,0,1,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Dharmavaram,Darsimala,0,0,137,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Dharmavaram,Dharmavaram (M),0,0,219,0,0,0,0,0,0,0,1,0,0,0
ANDHRA PRADESH,Anantapur,Dharmavaram,Elukuntla,0,0,83,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Dharmavaram,Gotlur,0,0,95,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Dharmavaram,Kunuthuru (R),0,0,86,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Dharmavaram,Mallakalva,0,0,92,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Dharmavaram,Nelakota,0,0,45,0.8,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Dharmavaram,Pothulanagepalle,0,0,79,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Dharmavaram,Ravulacheruvu,0,0,83,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Dharmavaram,Regatipalle,1,0,112,1.21,1,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Dharmavaram,Subbaraopeta,0,0,19,2.02,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Dharmavaram,Thummala,3,0,1,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gandlapenta,Chamachenubylu,0,0,1,0,5,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gandlapenta,Chamalagondi,0,0,0,0,60,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gandlapenta,Gandlapenta,0,0,0,0,230,1.21,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gandlapenta,Godduvelagala,0,0,11,0.4,55,0,1,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gandlapenta,Jeenulakunta,0,0,0,0,26,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gandlapenta,Kamathampalle,0,0,0,0,20,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gandlapenta,Kurumamidi,0,0,33,0,106,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gandlapenta,Maddivarigondi,0,0,0,0,21,0.28,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gandlapenta,Maduguvanigondi,0,0,0,0,8,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gandlapenta,Malameedapalle,0,0,14,0,45,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gandlapenta,Somayajulapalle,0,0,0,0,72,2.43,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gandlapenta,Thummalabylu,0,0,0,0,23,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gandlapenta,Veparala,0,0,1,0.4,44,13.61,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Garladinne,Ankampeta,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Garladinne,Illuru,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Garladinne,Jambuladinne,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Garladinne,Kalluru,0,0,4,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Garladinne,Kalluru Agraharam,0,0,3,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Garladinne,Kanampalle,0,0,2,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Garladinne,Koppalakonda,0,0,18,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Garladinne,Kotanka,0,0,2,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Garladinne,Marthadu,0,0,39,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Garladinne,Muntimadugu,0,0,9,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Garladinne,Penakacherla,0,0,8,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Garladinne,Sirivaram,0,0,3,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gooty,Abbedoddi,0,0,7,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gooty,Aniganidoddi,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gooty,Basinepalle,0,0,27,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gooty,Bethapalle,0,0,43,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gooty,Brahmanapalle,0,0,8,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gooty,Dharmapuram,0,0,4,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gooty,Erragudi,0,0,7,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gooty,Eswarapalle,0,0,4,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gooty,Gooty (Rural),0,0,6,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gooty,Gooty(CT),0,0,5,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gooty,Jakkalacheruvu,0,0,7,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gooty,Karadikonda,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gooty,Kojjepalle,0,0,13,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gooty,Kothapeta,0,0,10,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gooty,Mamadur,0,0,22,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gooty,Marnepalle,0,0,8,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gooty,Peddoddi,0,0,7,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gooty,Rajapuram,0,0,6,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gooty,Thondapadu,0,0,6,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gooty,Turakapalle,0,0,2,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gooty,Ubicherla,0,0,18,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gooty,Utakallu,0,0,16,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gorantla,Bayanakuntapalle,0,0,1,1.62,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gorantla,Boyalapalle,0,0,1,1.01,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gorantla,Buganipalle,0,0,1,1.22,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gorantla,Devulacheruvu,0,0,5,4.34,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gorantla,Gangampalle,0,0,11,15.3,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gorantla,Gorantla,0,0,9,10.88,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gorantla,Gowrivaripalle,0,0,33,66.16,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gorantla,Jakkasamudram,0,0,10,15.82,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gorantla,Jowkuledudinne,0,0,1,1.62,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gorantla,Kammavaripalle,0,0,7,16.02,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gorantla,Katepalle,0,0,3,3.91,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gorantla,Mallapalle,0,0,3,5,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gorantla,Mandalapalle,0,0,2,3.41,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gorantla,Maredipalle,0,0,4,6.9,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gorantla,Obulapuram,0,0,1,1.22,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gorantla,Palasamudram,0,0,9,16.94,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gorantla,Puleru,1,1.26,26,39.98,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gorantla,Ragimakulapalle,0,0,2,1.12,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gorantla,Vadigepalle,0,0,7,9.55,1,1.21,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gorantla,Vanavolu,1,1.01,17,20.31,1,1.62,1,0.6,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gudibanda,Gudibanda,0,0,35,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gudibanda,Karikera,0,0,20,0,4,0,0,0,0,0,0,0,1,0
ANDHRA PRADESH,Anantapur,Gudibanda,Kekathi,0,0,9,0,0,0,0,0,0,0,0,0,1,0
ANDHRA PRADESH,Anantapur,Gudibanda,Konkallu,0,0,14,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gudibanda,Morubagal,0,0,50,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gudibanda,Muthukur,0,0,5,0,1,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gudibanda,Pillenahalli,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Guntakal,Ameenpalle,0,0,2,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Guntakal,Dosaludiki,0,0,6,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Guntakal,Gundala,0,0,6,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Guntakal,Guntakal (M),0,0,42,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Guntakal,Kasapuram,0,0,4,3.24,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Guntakal,Konganapalle,0,0,7,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Guntakal,Nakkanadoddi,0,0,10,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Guntakal,Obulapuram,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Guntakal,Sangala,0,0,4,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Kadiri,Alampur,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Kadiri,Bathalapalle,0,0,12,34.97,1,3.24,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Kadiri,Chalamakuntapalle,0,0,0,0,1,0.16,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Kadiri,Chippalamadugu,0,0,8,29.14,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Kadiri,Kadiri (M),0,0,41,50.61,1,0.8,1,0.8,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Kadiri,Kadiri (R),0,0,18,32.51,19,36.54,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Kadiri,Kadiri Brahmanapalle,0,0,65,146.37,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Kadiri,Kondamanayanipalem,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Kadiri,Motukapalle,0,0,1,3.24,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Kadiri,Muthyalacheruvu,0,0,7,15.78,3,4.04,0,0,0,0,0,0,1,0.81
ANDHRA PRADESH,Anantapur,Kadiri,Patnam,0,0,8,9.68,10,11.72,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Kadiri,Yeguvapalle,0,0,17,15.16,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Kadiri,Yerradoddi,0,0,21,0,0,0,0,0,1,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Kanaganapalle,Konetinayanipalyam,0,0,24,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Kanaganapalle,Maddalacheruvu,0,0,33,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Kanaganapalle,Narasampalle,0,0,18,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Kanaganapalle,Thumucherla,0,0,51,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Kothacheruvu,Bandlapalle,0,0,7,10.89,1,2.43,0,0,0,0,1,1.21,0,0
ANDHRA PRADESH,Anantapur,Kothacheruvu,Byrapuram,0,0,34,14.92,0,0,1,0.4,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Kothacheruvu,Kanisettipalle,0,0,8,4.22,9,5.11,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Kothacheruvu,Kesapuram,0,0,1,1.82,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Kothacheruvu,Kodapaganipalle,0,0,32,16.05,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Kothacheruvu,Kothapalle,0,0,13,6.09,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Kothacheruvu,Thippa Batlapalle,0,0,0,0,1,0.85,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Kothacheruvu,Vemuletipalle,0,0,13,10.65,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Kudair,Cholasamudram,0,0,35,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Kudair,Gotukur,0,0,31,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Kudair,Ipperu,0,0,130,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Kudair,Jayapuram,0,0,23,0,0,0,0,0,0,0,0,0,0,0
